Year,Location,Short Indicator Text,Long Indicator Text,Stratification 1,Stratification Group 1,Stratification 2,Stratification Group 2,Stratification Group 2 Label,Data Type,Data Type Label,Data Value,95 % CI,Lower CI,Upper CI,FIPS,Geolocation,Region,State Abbreviation,Census Division,CI Available Flag,Data Value Category,Year Group
2021,Alabama,Limitations in Instrumental Activities of Daily Living,"Prevalence of Self-reported Limitations in Instrumental Activities of Daily Living (IADL) in Adults with Diabetes, Aged 18 Years or Older",Sex,Overall,Age,18+,Total,Estimated Cases (in thousands),Cases (in thousands),110.3,Not Available,Not Available,Not Available,1,POINT (-86.631861 32.840571),South,AL,East South Central,No,High,2020-2024
2021,Alabama,Peripheral Vascular Disease,"Prevalence of Peripheral Vascular Disease in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Sex,Overall,Age,65-74,65-74,Estimated Cases Attributable to Diabetes,Cases ATD (in thousands),"16,110",Not Available,Not Available,Not Available,1,POINT (-86.631861 32.840571),South,AL,East South Central,No,Not Available,2020-2024
2021,Alabama,Peripheral Vascular Disease,"Prevalence of Peripheral Vascular Disease in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Rural and Urban Areas,Rural Areas,Not Stratified,Overall,Overall,Total Cases (in thousands),Total Cases (in thousands),9,Not Available,Not Available,Not Available,1,POINT (-86.631861 32.840571),South,AL,East South Central,No,Low,2020-2024
2021,Alabama,Peripheral Vascular Disease,"Prevalence of Peripheral Vascular Disease in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Sex,Females,Age,75+,75+,Crude Rate (per 100),Crude Rate (per 100),21.5,21.0-21.9,21,21,1,POINT (-86.631861 32.840571),South,AL,East South Central,Yes,Medium,2020-2024
2021,Alabama,Diabetes Prevalence,"Prevalence of Self-reported Diagnosed Diabetes in Adults, Aged 18 Years or Older",Sex,Females,Age,65-74,65-74,Rate (per 100),Rate (per 100),28.6,23.8-33.3,23.8,33.3,1,POINT (-86.631861 32.840571),South,AL,East South Central,Yes,Medium,2020-2024
2021,Alabama,Diabetes Prevalence,"Prevalence of Self-reported Diagnosed Diabetes in Adults, Aged 18 Years or Older",Race-Ethnicity,Non-Hispanic White,Age,18+,Total,Rate (per 100),Rate (per 100),13.6,12.1-15.1,12.1,15.1,1,POINT (-86.631861 32.840571),South,AL,East South Central,Yes,Medium,2020-2024
2021,Alabama,High Cholesterol,"Prevalence of Self-reported High Cholesterol in Adults with Diabetes, Aged 18 Years or Older",Sex,Overall,Not Stratified,Overall,Overall,Crude Rate (per 100),Crude Rate (per 100),59.5,62.1-71.0,62.1,62.1,1,POINT (-86.631861 32.840571),South,AL,East South Central,Yes,High,2020-2024
2021,Alabama,Coronary Heart Disease,"Prevalence of Self-reported Coronary Heart Disease in Adults with Diabetes, Aged 18 Years or Older",Sex,Overall,Age,65-74,65-74,Estimated Cases Attributable to Diabetes (in thousands),Cases ATD (in thousands),23,Not Available,Not Available,Not Available,1,POINT (-86.631861 32.840571),South,AL,East South Central,No,Medium,2020-2024
2021,Alabama,Severe Vision Impairment or Blindness,"Prevalence of Self-reported Severe Vision Impairment or Blindness in Adults with Diabetes, Aged 18 Years or Older",Sex,Overall,Age,18-64,18-64,Estimated Cases (in thousands),Cases (in thousands),36.9,Not Available,Not Available,Not Available,1,POINT (-86.631861 32.840571),South,AL,East South Central,No,Medium,2020-2024
2021,Alabama,Peripheral Vascular Disease,"Prevalence of Peripheral Vascular Disease in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Sex,Overall,Age,65+,Total,Crude Rate (per 100),Crude Rate (per 100),19.4,19.2-19.7,19.2,19.2,1,POINT (-86.631861 32.840571),South,AL,East South Central,Yes,Medium,2020-2024
2021,Alabama,Diabetes Prevalence,"Prevalence of Self-reported Diagnosed Diabetes in Adults, Aged 18 Years or Older",Education,Less than high school,Age,18+,Total,Estimated Cases (in thousands),Estimated Cases (in thousands),125.9,Not Available,Not Available,Not Available,1,POINT (-86.631861 32.840571),South,AL,East South Central,No,High,2020-2024
2021,Alabama,Limitations in Instrumental Activities of Daily Living,"Prevalence of Self-reported Limitations in Instrumental Activities of Daily Living (IADL) in Adults with Diabetes, Aged 18 Years or Older",Sex,Overall,Age,65-74,65-74,Crude Rate (per 100),Crude Rate (per 100),12.4,7.6-17.1,7.6,7.6,1,POINT (-86.631861 32.840571),South,AL,East South Central,Yes,Low,2020-2024
2021,Alabama,Peripheral Vascular Disease,"Prevalence of Peripheral Vascular Disease in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Sex,Overall,Age,75+,75+,Estimated Cases Attributable to Diabetes,Cases ATD (in thousands),"12,810",Not Available,Not Available,Not Available,1,POINT (-86.631861 32.840571),South,AL,East South Central,No,Not Available,2020-2024
2021,Alabama,Chronic Kidney Disease,"Prevalence of Chronic Kidney Disease in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Sex,Males,Age,65-74,65-74,Estimated Cases Attributable to Diabetes,Cases ATD (in thousands),"17,800",Not Available,Not Available,Not Available,1,POINT (-86.631861 32.840571),South,AL,East South Central,No,Not Available,2020-2024
2021,Alabama,Limitations in Instrumental Activities of Daily Living,"Prevalence of Self-reported Limitations in Instrumental Activities of Daily Living (IADL) in Adults with Diabetes, Aged 18 Years or Older",Sex,Overall,Age,18+,Total,Estimated Cases Attributable to Diabetes (in thousands),Cases ATD (in thousands),48.6,Not Available,Not Available,Not Available,1,POINT (-86.631861 32.840571),South,AL,East South Central,No,High,2020-2024
2021,Alabama,Chronic Kidney Disease,"Prevalence of Chronic Kidney Disease in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Rural and Urban Areas,Rural Areas,Not Stratified,Overall,Overall,Total Cases (in thousands),Total Cases (in thousands),15,Not Available,Not Available,Not Available,1,POINT (-86.631861 32.840571),South,AL,East South Central,No,Medium,2020-2024
2021,Alabama,Peripheral Vascular Disease,"Prevalence of Peripheral Vascular Disease in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Sex,Males,Age,65-74,65-74,Estimated Cases Attributable to Diabetes,Cases ATD (in thousands),"8,950",Not Available,Not Available,Not Available,1,POINT (-86.631861 32.840571),South,AL,East South Central,No,Not Available,2020-2024
2021,Alabama,Diabetes Prevalence,"Prevalence of Self-reported Diagnosed Diabetes in Adults, Aged 18 Years or Older",Sex,Males,Age,18+,Total,Rate (per 100),Rate (per 100),14.4,12.5-16.3,12.5,16.3,1,POINT (-86.631861 32.840571),South,AL,East South Central,Yes,Medium,2020-2024
2021,Alabama,Chronic Kidney Disease,"Prevalence of Chronic Kidney Disease in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Sex,Females,Age,65+,Total,Total Cases,Total Cases,"51,033",Not Available,Not Available,Not Available,1,POINT (-86.631861 32.840571),South,AL,East South Central,No,Not Available,2020-2024
2021,Alabama,Chronic Kidney Disease,"Prevalence of Chronic Kidney Disease in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Sex,Overall,Age,65+,Total,Estimated Cases Attributable to Diabetes,Cases ATD (in thousands),"60,550",Not Available,Not Available,Not Available,1,POINT (-86.631861 32.840571),South,AL,East South Central,No,Not Available,2020-2024
2021,Alabama,Chronic Kidney Disease,"Prevalence of Chronic Kidney Disease in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Sex,Males,Age,75+,75+,Total Cases,Total Cases,"24,761",Not Available,Not Available,Not Available,1,POINT (-86.631861 32.840571),South,AL,East South Central,No,Not Available,2020-2024
2021,Alabama,Peripheral Vascular Disease,"Prevalence of Peripheral Vascular Disease in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Rural and Urban Areas,Urban Areas,Not Stratified,Overall,Overall,Crude Rate (per 100),Crude Rate (per 100),19,19.0-19.5,19,19,1,POINT (-86.631861 32.840571),South,AL,East South Central,Yes,Medium,2020-2024
2021,Alabama,Coronary Heart Disease,"Prevalence of Self-reported Coronary Heart Disease in Adults with Diabetes, Aged 18 Years or Older",Sex,Overall,Age,75+,75+,Crude Rate (per 100),Crude Rate (per 100),29.3,19.4-39.3,19.4,19.4,1,POINT (-86.631861 32.840571),South,AL,East South Central,Yes,Medium,2020-2024
2021,Alabama,Mobility Limitations,"Prevalence of Self-reported Mobility Limitations in Adults with Diabetes, Aged 18 Years or Older",Sex,Females,Not Stratified,Overall,Overall,Crude Rate (per 100),Crude Rate (per 100),45.8,Not Available,Not Available,Not Available,1,POINT (-86.631861 32.840571),South,AL,East South Central,No,High,2020-2024
2021,Alabama,Congestive Heart Failure,"Prevalence of Congestive Heart Failure in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Rural and Urban Areas,Urban Areas,Not Stratified,Overall,Overall,Total Cases (in thousands),Total Cases (in thousands),57,Not Available,Not Available,Not Available,1,POINT (-86.631861 32.840571),South,AL,East South Central,No,High,2020-2024
2021,Alabama,Limitations in Instrumental Activities of Daily Living,"Prevalence of Self-reported Limitations in Instrumental Activities of Daily Living (IADL) in Adults with Diabetes, Aged 18 Years or Older",Sex,Females,Not Stratified,Overall,Overall,Crude Rate,Crude Rate (per 100),23,Not Available,Not Available,Not Available,1,POINT (-86.631861 32.840571),South,AL,East South Central,No,Medium,2020-2024
2021,Alabama,Severe Vision Impairment or Blindness,"Prevalence of Self-reported Severe Vision Impairment or Blindness in Adults with Diabetes, Aged 18 Years or Older",Sex,Overall,Age,18+,Total,Estimated Cases Attributable to Diabetes (in thousands),Cases ATD (in thousands),22,Not Available,Not Available,Not Available,1,POINT (-86.631861 32.840571),South,AL,East South Central,No,Medium,2020-2024
2021,Alabama,Diabetes Prevalence,"Prevalence of Self-reported Diagnosed Diabetes in Adults, Aged 18 Years or Older",Sex,Overall,Age,18-44,18-44,Estimated Cases (in thousands),Estimated Cases (in thousands),86.4,Not Available,Not Available,Not Available,1,POINT (-86.631861 32.840571),South,AL,East South Central,No,High,2020-2024
2021,Alabama,Diabetes Prevalence,"Prevalence of Self-reported Diagnosed Diabetes in Adults, Aged 18 Years or Older",Income,Middle Income ($35-<$75k),Age,18+,Total,Estimated Cases (in thousands),Estimated Cases (in thousands),137.6,Not Available,Not Available,Not Available,1,POINT (-86.631861 32.840571),South,AL,East South Central,No,High,2020-2024
2021,Alabama,Diabetes Prevalence,"Prevalence of Self-reported Diagnosed Diabetes in Adults, Aged 18 Years or Older",Sex,Overall,Age,75+,75+,Estimated Cases (in thousands),Estimated Cases (in thousands),89.2,Not Available,Not Available,Not Available,1,POINT (-86.631861 32.840571),South,AL,East South Central,No,High,2020-2024
2021,Alabama,Diabetes Prevalence,"Prevalence of Self-reported Diagnosed Diabetes in Adults, Aged 18 Years or Older",Sex,Overall,Age,65-74,65-74,Rate (per 100),Rate (per 100),27.5,23.9-31.0,23.9,31,1,POINT (-86.631861 32.840571),South,AL,East South Central,Yes,Medium,2020-2024
2021,Alabama,Coronary Heart Disease,"Prevalence of Self-reported Coronary Heart Disease in Adults with Diabetes, Aged 18 Years or Older",Sex,Overall,Age,75+,75+,Estimated Cases (in thousands),Cases (in thousands),31.1,Not Available,Not Available,Not Available,1,POINT (-86.631861 32.840571),South,AL,East South Central,No,Medium,2020-2024
2021,Alabama,Peripheral Vascular Disease,"Prevalence of Peripheral Vascular Disease in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Sex,Overall,Age,65+,Total,Estimated Cases Attributable to Diabetes,Cases ATD (in thousands),"28,910",Not Available,Not Available,Not Available,1,POINT (-86.631861 32.840571),South,AL,East South Central,No,Not Available,2020-2024
2021,Alabama,Coronary Heart Disease,"Prevalence of Self-reported Coronary Heart Disease in Adults with Diabetes, Aged 18 Years or Older",Sex,Overall,Age,18-64,18-64,Estimated Cases (in thousands),Cases (in thousands),68.8,Not Available,Not Available,Not Available,1,POINT (-86.631861 32.840571),South,AL,East South Central,No,High,2020-2024
2021,Alabama,Limitations in Instrumental Activities of Daily Living,"Prevalence of Self-reported Limitations in Instrumental Activities of Daily Living (IADL) in Adults with Diabetes, Aged 18 Years or Older",Sex,Overall,Age,18-64,18-64,Estimated Cases (in thousands),Cases (in thousands),69.6,Not Available,Not Available,Not Available,1,POINT (-86.631861 32.840571),South,AL,East South Central,No,High,2020-2024
2021,Alabama,Peripheral Vascular Disease,"Prevalence of Peripheral Vascular Disease in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Sex,Females,Age,65-74,65-74,Crude Rate (per 100),Crude Rate (per 100),13.5,13.1-13.9,13.1,13.1,1,POINT (-86.631861 32.840571),South,AL,East South Central,Yes,Medium,2020-2024
2021,Alabama,Diabetes Prevalence,"Prevalence of Self-reported Diagnosed Diabetes in Adults, Aged 18 Years or Older",Education,High school graduate or General Educational Development (GED) holder,Age,18+,Total,Rate (per 100),Rate (per 100),15,12.6-17.3,12.6,17.3,1,POINT (-86.631861 32.840571),South,AL,East South Central,Yes,Medium,2020-2024
2021,Alabama,Limitations in Instrumental Activities of Daily Living,"Prevalence of Self-reported Limitations in Instrumental Activities of Daily Living (IADL) in Adults with Diabetes, Aged 18 Years or Older",Sex,Males,Not Stratified,Overall,Overall,Age-adjusted Rate,Age-adjusted Rate (per 100),14,Not Available,Not Available,Not Available,1,POINT (-86.631861 32.840571),South,AL,East South Central,No,Medium,2020-2024
2021,Alabama,Coronary Heart Disease,"Prevalence of Coronary Heart Disease in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Rural and Urban Areas,Rural Areas,Not Stratified,Overall,Overall,Crude Rate (per 100),Crude Rate (per 100),41,40.2-41.6,40.2,40.2,1,POINT (-86.631861 32.840571),South,AL,East South Central,Yes,Medium,2020-2024
2021,Alabama,Mobility Limitations,"Prevalence of Self-reported Mobility Limitations in Adults with Diabetes, Aged 18 Years or Older",Sex,Overall,Age,18+,Total,Estimated Cases (in thousands),Cases (in thousands),259,Not Available,Not Available,Not Available,1,POINT (-86.631861 32.840571),South,AL,East South Central,No,High,2020-2024
2021,Alabama,Chronic Kidney Disease,"Prevalence of Chronic Kidney Disease in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Sex,Males,Age,75+,75+,Estimated Cases Attributable to Diabetes,Cases ATD (in thousands),"12,490",Not Available,Not Available,Not Available,1,POINT (-86.631861 32.840571),South,AL,East South Central,No,Not Available,2020-2024
2021,Alabama,Coronary Heart Disease,"Prevalence of Coronary Heart Disease in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Rural and Urban Areas,Rural Areas,Not Stratified,Overall,Overall,Total Cases (in thousands),Total Cases (in thousands),17,Not Available,Not Available,Not Available,1,POINT (-86.631861 32.840571),South,AL,East South Central,No,Medium,2020-2024
2021,Alabama,Coronary Heart Disease,"Prevalence of Self-reported Coronary Heart Disease in Adults with Diabetes, Aged 18 Years or Older",Sex,Overall,Not Stratified,Overall,Overall,Age-adjusted Rate (per 100),Age-adjusted Rate (per 100),21.3,Not Available,Not Available,Not Available,1,POINT (-86.631861 32.840571),South,AL,East South Central,No,Medium,2020-2024
2021,Alabama,Severe Vision Impairment or Blindness,"Prevalence of Self-reported Severe Vision Impairment or Blindness in Adults with Diabetes, Aged 18 Years or Older",Sex,Overall,Age,65+,65+,Crude Rate (per 100),Crude Rate (per 100),5.1,3.1-7.2,3,3,1,POINT (-86.631861 32.840571),South,AL,East South Central,Yes,Low,2020-2024
2021,Alabama,High Cholesterol,"Prevalence of Self-reported High Cholesterol in Adults with Diabetes, Aged 18 Years or Older",Sex,Overall,Not Stratified,Overall,Overall,Age-adjusted Rate (per 100),Age-adjusted Rate (per 100),64.5,Not Available,Not Available,Not Available,1,POINT (-86.631861 32.840571),South,AL,East South Central,No,High,2020-2024
2021,Alabama,Mobility Limitations,"Prevalence of Self-reported Mobility Limitations in Adults with Diabetes, Aged 18 Years or Older",Sex,Overall,Age,65-74,65-74,Crude Rate (per 100),Crude Rate (per 100),50.4,42.5-58.2,42.5,42.5,1,POINT (-86.631861 32.840571),South,AL,East South Central,Yes,High,2020-2024
2021,Alabama,Peripheral Vascular Disease,"Prevalence of Peripheral Vascular Disease in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Sex,Females,Age,65+,Total,Total Cases,Total Cases,"24,729",Not Available,Not Available,Not Available,1,POINT (-86.631861 32.840571),South,AL,East South Central,No,Not Available,2020-2024
