Year,Location,Short Indicator Text,Long Indicator Text,Stratification 1,Stratification Group 1,Stratification 2,Stratification Group 2,Stratification Group 2 Label,Stratification 3,Data Type,Data Type Label,Data Value,FIPS,Geolocation,Region,State Abbreviation,Census Division,Data Value Available Flag,Data Value Category,Year Group
2021,Nevada,Employers,Estimated Annual Diabetes-attributable Costs Incurred by Employers,Sex,Females,Age,18-64,18-64,None,Estimated Total Cost (Dollars in Millions),Total Cost ($ in Millions),"1,445.20",32,POINT (-117.071841 39.49324),West,NV,Mountain,Yes,Medium,2020-2024
2021,Indiana,Private Insurers,Estimated Annual Diabetes-attributable Medical Costs Incurred by Private Insurers,Sex,Males,Age,65+,65+,None,Estimated Total Cost (Dollars in Millions),Total Cost ($ in Millions),201.1,18,POINT (-86.14996 39.76691),Midwest,IN,East North Central,Yes,Low,2020-2024
2021,Washington,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Males,Age,19-64,19-64,Medicaid,Total Cost (Dollars in Millions),Total Cost ($ in Millions),660.6,53,POINT (-120.470011 47.522279),West,WA,Pacific,Yes,Medium,2020-2024
2021,Maryland,Private Insurers,Estimated Annual Diabetes-attributable Medical Costs Incurred by Private Insurers,Sex,Females,Age,19+,Total,None,Estimated Cost Per Person (Dollars),Cost Per Person ($),"7,697",24,POINT (-76.60926 39.290581),South,MD,South Atlantic,Yes,High,2020-2024
2021,Iowa,Employers,Estimated Annual Diabetes-attributable Costs Incurred by Employers,Sex,Males,Age,18-74,Total,None,Estimated Cost Per Person (Dollars),Cost Per Person ($),"8,901",19,POINT (-93.816491 42.469401),Midwest,IA,West North Central,Yes,High,2020-2024
2021,Nebraska,Private Insurers,Estimated Annual Diabetes-attributable Medical Costs Incurred by Private Insurers,Sex,Males,Age,19+,Total,None,Estimated Cost Per Person (Dollars),Cost Per Person ($),"6,369",31,POINT (-99.365721 41.641041),Midwest,NE,West North Central,Yes,High,2020-2024
2021,Ohio,"By Payer, Sex, Age","Annual Direct Medical Costs Attributable to Diabetes, by Payer, Sex, and Age Group",Sex,Females,Age,19-64,19-64,None,Total Medical Cost (Dollars in Millions): Medicare,Medicare ($ in Millions),386.1,39,POINT (-82.40426 40.06021),Midwest,OH,East North Central,Yes,Medium,2020-2024
2021,Minnesota,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Overall,Age,65+,65+,Other,Per Person with Diabetes (Dollars),Per PWD ($),Not Available,27,POINT (-94.794201 46.355649),Midwest,MN,West North Central,No,Not Available,2020-2024
2021,West Virginia,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Females,Age,65+,65+,Medicaid,Total Cost (Dollars in Millions),Total Cost ($ in Millions),92.4,54,POINT (-80.71264 38.66551),South,WV,South Atlantic,Yes,Low,2020-2024
2021,Tennessee,State Medicaid Program,Estimated Annual Diabetes-attributable Medical Costs Incurred by State Medicaid Program,Sex,Females,Age,65+,65+,None,Estimated Total Cost (Dollars in Millions),Total Cost ($ in Millions),308.6,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,Medium,2020-2024
2021,Virginia,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Males,Age,19-64,19-64,Medicare,Total Cost (Dollars in Millions),Total Cost ($ in Millions),327,51,POINT (-78.45789 37.542681),South,VA,South Atlantic,Yes,Medium,2020-2024
2021,Washington,Employers,Estimated Annual Diabetes-attributable Costs Incurred by Employers,Sex,Overall,Age,18-64,18-64,None,Estimated Total Cost (Dollars in Millions),Total Cost ($ in Millions),"1,890.90",53,POINT (-120.470011 47.522279),West,WA,Pacific,Yes,Medium,2020-2024
2021,New York,"By Payer, Sex, Age","Annual Direct Medical Costs Attributable to Diabetes, by Payer, Sex, and Age Group",Sex,Males,Age,19+,Total,None,Total Medical Cost (Dollars in Millions): Medicare,Medicare ($ in Millions),"3,731.30",36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,Yes,High,2020-2024
2021,Illinois,"By Payer, Sex, Age","Annual Direct Medical Costs Attributable to Diabetes, by Payer, Sex, and Age Group",Sex,Overall,Age,65+,65+,None,Total Medical Cost (Dollars in Millions): Medicaid,Medicaid ($ in Millions),700.3,17,POINT (-88.99771 40.48501),Midwest,IL,East North Central,Yes,Medium,2020-2024
2021,Rhode Island,"By Payer, Sex, Age","Annual Direct Medical Costs Attributable to Diabetes, by Payer, Sex, and Age Group",Sex,Females,Age,19-64,19-64,None,Total Medical Cost (Dollars in Millions): All Payers,All Payers ($ in Millions),317.6,44,POINT (-71.52247 41.70828),Northeast,RI,New England,Yes,Medium,2020-2024
2021,Utah,Employers,Estimated Annual Diabetes-attributable Costs Incurred by Employers,Sex,Overall,Age,18-64,18-64,None,Estimated Cost Per Person (Dollars),Cost Per Person ($),"11,053",49,POINT (-111.587131 39.3607),West,UT,Mountain,Yes,High,2020-2024
2021,New Mexico,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Overall,Age,65+,65+,All Payers,Per Person with Diabetes (Dollars),Per PWD ($),"8,591",35,POINT (-106.240581 34.520881),West,NM,Mountain,Yes,High,2020-2024
2021,Washington,All Payers,"Annual Direct Medical Costs Attributable to Diabetes, All Payers",Sex,Overall,Age,65+,65+,None,Total Cost (Dollars in Millions),Total Cost ($ in Millions),"2,409.20",53,POINT (-120.470011 47.522279),West,WA,Pacific,Yes,High,2020-2024
2021,District of Columbia,Private Insurers,Estimated Annual Diabetes-attributable Medical Costs Incurred by Private Insurers,Sex,Males,Age,65+,65+,None,Estimated Cost Per Person (Dollars),Cost Per Person ($),"6,380",11,POINT (-77.031961 38.890371),South,DC,South Atlantic,Yes,High,2020-2024
2021,Missouri,"By Payer, Sex, Age","Annual Direct Medical Costs Attributable to Diabetes, by Payer, Sex, and Age Group",Sex,Females,Age,19+,Total,None,Total Medical Cost (Dollars in Millions): Other,Other ($ in Millions),"1,193.20",29,POINT (-92.5663 38.635791),Midwest,MO,West North Central,Yes,Medium,2020-2024
2021,New Jersey,Employers,Estimated Annual Diabetes-attributable Costs Incurred by Employers,Sex,Males,Age,65-74,65-74,None,Estimated Total Cost (Dollars in Millions),Total Cost ($ in Millions),217.3,34,POINT (-74.273691 40.13057),Northeast,NJ,Middle Atlantic,Yes,Low,2020-2024
2021,Alaska,State Medicaid Program,Estimated Annual Diabetes-attributable Medical Costs Incurred by State Medicaid Program,Sex,Females,Age,65+,65+,None,Estimated Total Cost (Dollars in Millions),Total Cost ($ in Millions),14,2,POINT (-147.722059 64.84508),West,AK,Pacific,Yes,Low,2020-2024
2021,Iowa,"By Payer, Sex, Age","Annual Direct Medical Costs Attributable to Diabetes, by Payer, Sex, and Age Group",Sex,Females,Age,19-64,19-64,None,Total Medical Cost (Dollars in Millions): Other,Other ($ in Millions),327.7,19,POINT (-93.816491 42.469401),Midwest,IA,West North Central,Yes,Medium,2020-2024
2021,Louisiana,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Overall,Age,19-64,19-64,Medicaid,Total Cost (Dollars in Millions),Total Cost ($ in Millions),"1,065",22,POINT (-92.44568 31.312661),South,LA,West South Central,Yes,Medium,2020-2024
2021,Idaho,State Medicaid Program,Estimated Annual Diabetes-attributable Medical Costs Incurred by State Medicaid Program,Sex,Males,Age,65+,65+,None,Estimated Cost Per Person (Dollars),Cost Per Person ($),"7,255",16,POINT (-114.36373 43.68263),West,ID,Mountain,Yes,High,2020-2024
2021,Colorado,Private Insurers,Estimated Annual Diabetes-attributable Medical Costs Incurred by Private Insurers,Sex,Females,Age,65+,65+,None,Estimated Total Cost (Dollars in Millions),Total Cost ($ in Millions),67.2,8,POINT (-106.133611 38.843841),West,CO,Mountain,Yes,Low,2020-2024
2021,Rhode Island,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Females,Age,65+,65+,Other,Total Cost (Dollars in Millions),Total Cost ($ in Millions),102.9,44,POINT (-71.52247 41.70828),Northeast,RI,New England,Yes,Low,2020-2024
2021,Oregon,"By Payer, Sex, Age","Annual Direct Medical Costs Attributable to Diabetes, by Payer, Sex, and Age Group",Sex,Males,Age,19-64,19-64,None,Total Medical Cost (Dollars in Millions): Medicare,Medicare ($ in Millions),111.1,41,POINT (-120.155031 44.567449),West,OR,Pacific,Yes,Low,2020-2024
2021,New Jersey,"By Payer, Sex, Age","Annual Direct Medical Costs Attributable to Diabetes, by Payer, Sex, and Age Group",Sex,Females,Age,19+,Total,None,Total Medical Cost (Dollars in Millions): Medicare,Medicare ($ in Millions),"1,800.90",34,POINT (-74.273691 40.13057),Northeast,NJ,Middle Atlantic,Yes,Medium,2020-2024
2021,Kentucky,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Overall,Age,19+,Total,Medicare,Total Cost (Dollars in Millions),Total Cost ($ in Millions),"1,832.10",21,POINT (-84.774971 37.64597),South,KY,East South Central,Yes,Medium,2020-2024
2021,Kentucky,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Males,Age,19-64,19-64,Medicare,Per Person with Diabetes (Dollars),Per PWD ($),Not Available,21,POINT (-84.774971 37.64597),South,KY,East South Central,No,Not Available,2020-2024
2021,South Carolina,"By Payer, Sex, Age","Annual Direct Medical Costs Attributable to Diabetes, by Payer, Sex, and Age Group",Sex,Males,Age,19-64,19-64,None,Total Medical Cost (Dollars in Millions): Medicare,Medicare ($ in Millions),262,45,POINT (-81.045371 33.998821),South,SC,South Atlantic,Yes,Medium,2020-2024
2021,Massachusetts,"By Payer, Sex, Age","Annual Direct Medical Costs Attributable to Diabetes, by Payer, Sex, and Age Group",Sex,Overall,Age,19-64,19-64,None,Total Medical Cost (Dollars in Millions): Medicare,Medicare ($ in Millions),455.6,25,POINT (-72.082691 42.27687),Northeast,MA,New England,Yes,Medium,2020-2024
2021,Michigan,State Medicaid Program,Estimated Annual Diabetes-attributable Medical Costs Incurred by State Medicaid Program,Sex,Females,Age,19-64,19-64,None,Estimated Cost Per Person (Dollars),Cost Per Person ($),"8,429",26,POINT (-84.71439 44.66132),Midwest,MI,East North Central,Yes,High,2020-2024
2021,Wisconsin,"By Payer, Sex, Age","Annual Direct Medical Costs Attributable to Diabetes, by Payer, Sex, and Age Group",Sex,Females,Age,65+,65+,None,Total Medical Cost (Dollars in Millions): All Payers,All Payers ($ in Millions),"1,125",55,POINT (-89.816371 44.393191),Midwest,WI,East North Central,Yes,Medium,2020-2024
2021,Alabama,State Medicaid Program,Estimated Annual Diabetes-attributable Medical Costs Incurred by State Medicaid Program,Sex,Females,Age,19-64,19-64,None,Estimated Total Cost (Dollars in Millions),Total Cost ($ in Millions),301.3,1,POINT (-86.631861 32.840571),South,AL,East South Central,Yes,Medium,2020-2024
2021,Utah,Private Insurers,Estimated Annual Diabetes-attributable Medical Costs Incurred by Private Insurers,Sex,Males,Age,65+,65+,None,Estimated Total Cost (Dollars in Millions),Total Cost ($ in Millions),65.8,49,POINT (-111.587131 39.3607),West,UT,Mountain,Yes,Low,2020-2024
2021,West Virginia,State Medicaid Program,Estimated Annual Diabetes-attributable Medical Costs Incurred by State Medicaid Program,Sex,Females,Age,19-64,19-64,None,Estimated Total Cost (Dollars in Millions),Total Cost ($ in Millions),263,54,POINT (-80.71264 38.66551),South,WV,South Atlantic,Yes,Medium,2020-2024
2021,Indiana,State Medicaid Program,Estimated Annual Diabetes-attributable Medical Costs Incurred by State Medicaid Program,Sex,Males,Age,19+,Total,None,Estimated Total Cost (Dollars in Millions),Total Cost ($ in Millions),778.1,18,POINT (-86.14996 39.76691),Midwest,IN,East North Central,Yes,Medium,2020-2024
2021,Indiana,Private Insurers,Estimated Annual Diabetes-attributable Medical Costs Incurred by Private Insurers,Sex,Overall,Age,19-64,19-64,None,Estimated Total Cost (Dollars in Millions),Total Cost ($ in Millions),"1,226.40",18,POINT (-86.14996 39.76691),Midwest,IN,East North Central,Yes,Medium,2020-2024
2021,Utah,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Overall,Age,65+,65+,Medicare,Per Person with Diabetes (Dollars),Per PWD ($),Not Available,49,POINT (-111.587131 39.3607),West,UT,Mountain,No,Not Available,2020-2024
2021,Wyoming,Employers,Estimated Annual Diabetes-attributable Costs Incurred by Employers,Sex,Females,Age,18-64,18-64,None,Estimated Total Cost (Dollars in Millions),Total Cost ($ in Millions),42.5,56,POINT (-108.10983 43.235541),West,WY,Mountain,Yes,Low,2020-2024
2021,South Dakota,Employers,Estimated Annual Diabetes-attributable Costs Incurred by Employers,Sex,Males,Age,18-74,Total,None,Estimated Cost Per Person (Dollars),Cost Per Person ($),"10,951",46,POINT (-100.373531 44.35313),Midwest,SD,West North Central,Yes,High,2020-2024
2021,Rhode Island,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Overall,Age,19+,Total,Medicare,Per Person with Diabetes (Dollars),Per PWD ($),"8,776",44,POINT (-71.52247 41.70828),Northeast,RI,New England,Yes,High,2020-2024
2021,Minnesota,State Medicaid Program,Estimated Annual Diabetes-attributable Medical Costs Incurred by State Medicaid Program,Sex,Males,Age,65+,65+,None,Estimated Total Cost (Dollars in Millions),Total Cost ($ in Millions),212.3,27,POINT (-94.794201 46.355649),Midwest,MN,West North Central,Yes,Low,2020-2024
2021,Maine,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Females,Age,65+,65+,Medicaid,Total Cost (Dollars in Millions),Total Cost ($ in Millions),60.4,23,POINT (-68.985031 45.254229),Northeast,ME,New England,Yes,Low,2020-2024
2021,Kentucky,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Females,Age,19-64,19-64,Other,Per Person with Diabetes (Dollars),Per PWD ($),Not Available,21,POINT (-84.774971 37.64597),South,KY,East South Central,No,Not Available,2020-2024
2021,Maine,"By Payer, Sex, Age","Annual Direct Medical Costs Attributable to Diabetes, by Payer, Sex, and Age Group",Sex,Overall,Age,65+,65+,None,Total Medical Cost (Dollars in Millions): All Payers,All Payers ($ in Millions),704.5,23,POINT (-68.985031 45.254229),Northeast,ME,New England,Yes,Medium,2020-2024
2021,Maryland,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Overall,Age,19+,Total,All Payers,Total Cost (Dollars in Millions),Total Cost ($ in Millions),"6,505.80",24,POINT (-76.60926 39.290581),South,MD,South Atlantic,Yes,High,2020-2024
2021,Rhode Island,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Overall,Age,65+,65+,Medicaid,Total Cost (Dollars in Millions),Total Cost ($ in Millions),104.1,44,POINT (-71.52247 41.70828),Northeast,RI,New England,Yes,Low,2020-2024
2021,Alaska,Employers,Estimated Annual Diabetes-attributable Costs Incurred by Employers,Sex,Females,Age,18-64,18-64,None,Estimated Cost Per Person (Dollars),Cost Per Person ($),"106,473",2,POINT (-147.722059 64.84508),West,AK,Pacific,Yes,High,2020-2024
2021,Pennsylvania,All Payers,"Annual Direct Medical Costs Attributable to Diabetes, All Payers",Sex,Males,Age,65+,65+,None,Total Cost (Dollars in Millions),Total Cost ($ in Millions),"3,588.50",42,POINT (-77.8607 40.79373),Northeast,PA,Middle Atlantic,Yes,High,2020-2024
2021,Tennessee,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Males,Age,65+,65+,Medicaid,Total Cost (Dollars in Millions),Total Cost ($ in Millions),196.9,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,Low,2020-2024
2021,Indiana,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Females,Age,19+,Total,Other,Per Person with Diabetes (Dollars),Per PWD ($),Not Available,18,POINT (-86.14996 39.76691),Midwest,IN,East North Central,No,Not Available,2020-2024
2021,South Carolina,"By Payer, Sex, Age","Annual Direct Medical Costs Attributable to Diabetes, by Payer, Sex, and Age Group",Sex,Overall,Age,19-64,19-64,None,Total Medical Cost (Dollars in Millions): Medicaid,Medicaid ($ in Millions),479.9,45,POINT (-81.045371 33.998821),South,SC,South Atlantic,Yes,Medium,2020-2024
2021,West Virginia,"By Payer, Sex, Age","Annual Direct Medical Costs Attributable to Diabetes, by Payer, Sex, and Age Group",Sex,Females,Age,65+,65+,None,Total Medical Cost (Dollars in Millions): Medicare,Medicare ($ in Millions),379,54,POINT (-80.71264 38.66551),South,WV,South Atlantic,Yes,Medium,2020-2024
2021,Nebraska,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Males,Age,19+,Total,All Payers,Total Cost (Dollars in Millions),Total Cost ($ in Millions),919.2,31,POINT (-99.365721 41.641041),Midwest,NE,West North Central,Yes,Medium,2020-2024
2021,Florida,Private Insurers,Estimated Annual Diabetes-attributable Medical Costs Incurred by Private Insurers,Sex,Females,Age,19+,Total,None,Estimated Total Cost (Dollars in Millions),Total Cost ($ in Millions),"1,527.70",12,POINT (-81.928961 28.93204),South,FL,South Atlantic,Yes,Medium,2020-2024
2021,Texas,Private Insurers,Estimated Annual Diabetes-attributable Medical Costs Incurred by Private Insurers,Sex,Males,Age,65+,65+,None,Estimated Cost Per Person (Dollars),Cost Per Person ($),"9,614",48,POINT (-99.42677 31.82724),South,TX,West South Central,Yes,High,2020-2024
2021,Wyoming,Employers,Estimated Annual Diabetes-attributable Costs Incurred by Employers,Sex,Males,Age,18-74,Total,None,Estimated Cost Per Person (Dollars),Cost Per Person ($),"16,390",56,POINT (-108.10983 43.235541),West,WY,Mountain,Yes,High,2020-2024
2021,West Virginia,Employers,Estimated Annual Diabetes-attributable Costs Incurred by Employers,Sex,Females,Age,18-74,Total,None,Estimated Cost Per Person (Dollars),Cost Per Person ($),"23,147",54,POINT (-80.71264 38.66551),South,WV,South Atlantic,Yes,High,2020-2024
2021,Virginia,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Females,Age,19-64,19-64,Medicare,Total Cost (Dollars in Millions),Total Cost ($ in Millions),223.9,51,POINT (-78.45789 37.542681),South,VA,South Atlantic,Yes,Low,2020-2024
2021,Vermont,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Overall,Age,65+,65+,Medicaid,Per Person with Diabetes (Dollars),Per PWD ($),Not Available,50,POINT (-72.517641 43.625381),Northeast,VT,New England,No,Not Available,2020-2024
2021,Louisiana,Private Insurers,Estimated Annual Diabetes-attributable Medical Costs Incurred by Private Insurers,Sex,Females,Age,19-64,19-64,None,Estimated Total Cost (Dollars in Millions),Total Cost ($ in Millions),472.3,22,POINT (-92.44568 31.312661),South,LA,West South Central,Yes,Medium,2020-2024
2021,Oregon,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Females,Age,19+,Total,Medicaid,Per Person with Diabetes (Dollars),Per PWD ($),Not Available,41,POINT (-120.155031 44.567449),West,OR,Pacific,No,Not Available,2020-2024
2021,North Dakota,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Males,Age,19-64,19-64,Medicare,Total Cost (Dollars in Millions),Total Cost ($ in Millions),20.5,38,POINT (-100.118421 47.47532),Midwest,ND,West North Central,Yes,Low,2020-2024
2021,Kansas,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Females,Age,19+,Total,All Payers,Total Cost (Dollars in Millions),Total Cost ($ in Millions),"1,212.80",20,POINT (-98.200781 38.34774),Midwest,KS,West North Central,Yes,Medium,2020-2024
2021,Nevada,State Medicaid Program,Estimated Annual Diabetes-attributable Medical Costs Incurred by State Medicaid Program,Sex,Overall,Age,65+,65+,None,Estimated Cost Per Person (Dollars),Cost Per Person ($),"3,652",32,POINT (-117.071841 39.49324),West,NV,Mountain,Yes,High,2020-2024
2021,Oklahoma,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Males,Age,19+,Total,Medicare,Per Person with Diabetes (Dollars),Per PWD ($),Not Available,40,POINT (-97.52107 35.472031),South,OK,West South Central,No,Not Available,2020-2024
2021,Maryland,"By Payer, Sex, Age","Annual Direct Medical Costs Attributable to Diabetes, by Payer, Sex, and Age Group",Sex,Females,Age,65+,65+,None,Total Medical Cost (Dollars in Millions): Medicaid,Medicaid ($ in Millions),231.4,24,POINT (-76.60926 39.290581),South,MD,South Atlantic,Yes,Low,2020-2024
2021,Louisiana,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Females,Age,65+,65+,Medicare,Per Person with Diabetes (Dollars),Per PWD ($),Not Available,22,POINT (-92.44568 31.312661),South,LA,West South Central,No,Not Available,2020-2024
2021,Rhode Island,All Payers,"Annual Direct Medical Costs Attributable to Diabetes, All Payers",Sex,Overall,Age,65+,65+,None,Total Cost (Dollars in Millions),Total Cost ($ in Millions),571.9,44,POINT (-71.52247 41.70828),Northeast,RI,New England,Yes,Medium,2020-2024
2021,Nevada,Employers,Estimated Annual Diabetes-attributable Costs Incurred by Employers,Sex,Females,Age,65-74,65-74,None,Estimated Total Cost (Dollars in Millions),Total Cost ($ in Millions),251.2,32,POINT (-117.071841 39.49324),West,NV,Mountain,Yes,Low,2020-2024
2021,Tennessee,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Overall,Age,65+,65+,Other,Per Person with Diabetes (Dollars),Per PWD ($),Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,Not Available,2020-2024
2021,Indiana,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Females,Age,65+,65+,Medicare,Total Cost (Dollars in Millions),Total Cost ($ in Millions),958.4,18,POINT (-86.14996 39.76691),Midwest,IN,East North Central,Yes,Medium,2020-2024
2021,Nevada,All Payers,"Annual Direct Medical Costs Attributable to Diabetes, All Payers",Sex,Females,Age,19+,Total,None,Per Person with Diabetes (Dollars),Per PWD ($),"8,148",32,POINT (-117.071841 39.49324),West,NV,Mountain,Yes,High,2020-2024
2021,Iowa,"By Payer, Sex, Age","Annual Direct Medical Costs Attributable to Diabetes, by Payer, Sex, and Age Group",Sex,Overall,Age,65+,65+,None,Total Medical Cost (Dollars in Millions): Medicare,Medicare ($ in Millions),762.6,19,POINT (-93.816491 42.469401),Midwest,IA,West North Central,Yes,Medium,2020-2024
2021,South Dakota,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Overall,Age,65+,65+,All Payers,Per Person with Diabetes (Dollars),Per PWD ($),"11,581",46,POINT (-100.373531 44.35313),Midwest,SD,West North Central,Yes,High,2020-2024
2021,Pennsylvania,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Males,Age,65+,65+,All Payers,Per Person with Diabetes (Dollars),Per PWD ($),"13,197",42,POINT (-77.8607 40.79373),Northeast,PA,Middle Atlantic,Yes,High,2020-2024
2021,New Hampshire,All Payers,"Annual Direct Medical Costs Attributable to Diabetes, All Payers",Sex,Males,Age,19+,Total,None,Per Person with Diabetes (Dollars),Per PWD ($),"13,080",33,POINT (-71.500361 43.65595),Northeast,NH,New England,Yes,High,2020-2024
2021,Oklahoma,Private Insurers,Estimated Annual Diabetes-attributable Medical Costs Incurred by Private Insurers,Sex,Females,Age,19+,Total,None,Estimated Cost Per Person (Dollars),Cost Per Person ($),"8,850",40,POINT (-97.52107 35.472031),South,OK,West South Central,Yes,High,2020-2024
2021,Texas,"By Payer, Sex, Age","Annual Direct Medical Costs Attributable to Diabetes, by Payer, Sex, and Age Group",Sex,Overall,Age,19-64,19-64,None,Total Medical Cost (Dollars in Millions): Medicaid,Medicaid ($ in Millions),"3,161",48,POINT (-99.42677 31.82724),South,TX,West South Central,Yes,High,2020-2024
2021,Ohio,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Males,Age,65+,65+,Medicaid,Total Cost (Dollars in Millions),Total Cost ($ in Millions),560.5,39,POINT (-82.40426 40.06021),Midwest,OH,East North Central,Yes,Medium,2020-2024
2021,Oklahoma,All Payers,"Annual Direct Medical Costs Attributable to Diabetes, All Payers",Sex,Overall,Age,19-64,19-64,None,Per Person with Diabetes (Dollars),Per PWD ($),"10,177",40,POINT (-97.52107 35.472031),South,OK,West South Central,Yes,High,2020-2024
2021,West Virginia,Private Insurers,Estimated Annual Diabetes-attributable Medical Costs Incurred by Private Insurers,Sex,Females,Age,65+,65+,None,Estimated Cost Per Person (Dollars),Cost Per Person ($),"9,641",54,POINT (-80.71264 38.66551),South,WV,South Atlantic,Yes,High,2020-2024
2021,Ohio,State Medicaid Program,Estimated Annual Diabetes-attributable Medical Costs Incurred by State Medicaid Program,Sex,Females,Age,65+,65+,None,Estimated Cost Per Person (Dollars),Cost Per Person ($),"9,057",39,POINT (-82.40426 40.06021),Midwest,OH,East North Central,Yes,High,2020-2024
2021,Florida,State Medicaid Program,Estimated Annual Diabetes-attributable Medical Costs Incurred by State Medicaid Program,Sex,Females,Age,19+,Total,None,Estimated Total Cost (Dollars in Millions),Total Cost ($ in Millions),"1,078.10",12,POINT (-81.928961 28.93204),South,FL,South Atlantic,Yes,Medium,2020-2024
2021,New Jersey,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Males,Age,19-64,19-64,Other,Total Cost (Dollars in Millions),Total Cost ($ in Millions),"1,756.10",34,POINT (-74.273691 40.13057),Northeast,NJ,Middle Atlantic,Yes,Medium,2020-2024
2021,South Carolina,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Overall,Age,19-64,19-64,Medicaid,Per Person with Diabetes (Dollars),Per PWD ($),Not Available,45,POINT (-81.045371 33.998821),South,SC,South Atlantic,No,Not Available,2020-2024
2021,Louisiana,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Overall,Age,19-64,19-64,Medicaid,Per Person with Diabetes (Dollars),Per PWD ($),Not Available,22,POINT (-92.44568 31.312661),South,LA,West South Central,No,Not Available,2020-2024
2021,Oregon,Private Insurers,Estimated Annual Diabetes-attributable Medical Costs Incurred by Private Insurers,Sex,Females,Age,19+,Total,None,Estimated Cost Per Person (Dollars),Cost Per Person ($),"4,060",41,POINT (-120.155031 44.567449),West,OR,Pacific,Yes,High,2020-2024
2021,Nebraska,"By Payer, Sex, Age","Annual Direct Medical Costs Attributable to Diabetes, by Payer, Sex, and Age Group",Sex,Females,Age,19-64,19-64,None,Total Medical Cost (Dollars in Millions): All Payers,All Payers ($ in Millions),339.3,31,POINT (-99.365721 41.641041),Midwest,NE,West North Central,Yes,Medium,2020-2024
2021,Idaho,"By Payer, Sex, Age","Annual Direct Medical Costs Attributable to Diabetes, by Payer, Sex, and Age Group",Sex,Overall,Age,65+,65+,None,Total Medical Cost (Dollars in Millions): All Payers,All Payers ($ in Millions),591.2,16,POINT (-114.36373 43.68263),West,ID,Mountain,Yes,Medium,2020-2024
2021,New Mexico,Employers,Estimated Annual Diabetes-attributable Costs Incurred by Employers,Sex,Females,Age,65-74,65-74,None,Estimated Cost Per Person (Dollars),Cost Per Person ($),"55,364",35,POINT (-106.240581 34.520881),West,NM,Mountain,Yes,High,2020-2024
2021,Vermont,"By Payer, Sex, Age","Annual Direct Medical Costs Attributable to Diabetes, by Payer, Sex, and Age Group",Sex,Females,Age,65+,65+,None,Total Medical Cost (Dollars in Millions): Medicaid,Medicaid ($ in Millions),19.9,50,POINT (-72.517641 43.625381),Northeast,VT,New England,Yes,Low,2020-2024
2021,Missouri,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Overall,Age,19-64,19-64,Medicaid,Total Cost (Dollars in Millions),Total Cost ($ in Millions),748.9,29,POINT (-92.5663 38.635791),Midwest,MO,West North Central,Yes,Medium,2020-2024
